angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,racePos,rpm,speedX,speedY,speedZ,trackPos,z,opponents,steer,accel,brake,gear_act
0,0.28,0,6201.46,0,94,1,0,1,942.478,0.0530193,-5.2923e-05,-0.000788903,0.333332,0.345257,"[16.9792, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.50011, 200, 24.7676]",0.0,0.0,0.0,1
0,0.3,0,6201.46,0,94,1,0,1,942.478,-0.12852,-2.60361e-05,-0.000782398,0.333332,0.345256,"[16.9667, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.49978, 200, 24.7435]",0.0,0.5,0.0,1
0,0.32,0,6201.46,0.000488281,94,1,0,1,942.478,0.139564,2.37299e-06,-0.000275976,0.333332,0.345255,"[16.9521, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.50043, 200, 24.7164]",0.0,0.5,0.0,1
0,0.34,0,6201.46,0.00195313,94,1,0,1,942.478,0.222436,1.68011e-07,0.00101038,0.333332,0.345256,"[16.9352, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.50162, 200, 24.6856]",0.0,0.5,0.0,1
0,0.36,0,6201.47,0.00390625,94,1,0,1,942.478,0.485045,-8.91227e-05,0.001893,0.333332,0.345265,"[16.916, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.50355, 200, 24.6515]",0.0,0.5,0.0,1
0,0.38,0,6201.47,0.0078125,94,1,0,1,942.478,0.564071,2.29439e-05,0.0027248,0.333332,0.345279,"[16.8953, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.50679, 200, 24.6148]",0.0,0.5,0.0,1
0,0.4,0,6201.48,0.012207,94,1,0,1,942.478,0.813375,-4.30968e-05,0.00270411,0.333332,0.345298,"[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.51066, 200, 16.8722]",0.0,0.5,0.0,1
0,0.42,0,6201.48,0.0175781,94,1,0,1,942.478,0.90632,1.26261e-05,0.00253329,0.333332,0.345313,"[33.8749, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5153, 200, 16.8468]",0.0,0.5,0.0,1
0,0.44,0,6201.49,0.0234375,94,1,0,1,942.478,1.16493,-7.51477e-05,0.00239062,0.333332,0.345323,"[16.8191, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.52079, 200, 24.4843]",0.0,0.5,0.0,1
0,0.46,0,6201.49,0.0307617,94,1,0,1,942.478,1.2541,3.65328e-06,0.00203515,0.333332,0.345332,"[16.7896, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.52726, 200, 24.4345]",0.0,0.5,0.0,1
